Date,JPY to USD,USD TO AUD,USD to EUR,USD to GBP
2015-08-07,124.7,0.7346,1.0926,1.5513
2015-08-10,124.29,0.7412,1.0964,1.5495
2015-08-11,124.545,0.7413,1.1016,1.5585
2015-08-12,125.07,0.7311,1.1044,1.5582
2015-08-13,124.205,0.738,1.1156,1.5613
2015-08-17,124.31,0.7369,1.1096,1.565
2015-08-18,124.435,0.7373,1.1075,1.5582
2015-08-19,124.385,0.7336,1.1029,1.5658
2015-08-20,123.9,0.735,1.1119,1.5681
2015-08-21,123.47,0.7337,1.1228,1.5687
2015-08-24,121.355,0.7255,1.1392,1.5682
2015-08-25,118.5,0.7149,1.1598,1.5756
2015-08-26,118.945,0.7122,1.1521,1.5694
2015-08-27,120.265,0.7121,1.1336,1.5475
2015-08-28,121.075,0.7177,1.1244,1.5409
2015-08-31,121.26,0.7142,1.1198,1.5412
2015-09-01,121.22,0.7117,1.1218,1.5352
2015-09-02,119.61,0.7009,1.1297,1.5301
2015-09-03,120.46,0.7046,1.1221,1.5307
2015-09-04,120.15,0.7016,1.1119,1.5252
2015-09-07,119.08,0.6919,1.1149,1.5188
2015-09-08,119.29,0.6935,1.1169,1.527
2015-09-09,119.955,0.7031,1.1211,1.5398
2015-09-10,120.395,0.6978,1.1216,1.5362
2015-09-11,120.72,0.7081,1.1287,1.5437
2015-09-14,120.675,0.7088,1.1342,1.5439
2015-09-15,120.33,0.7153,1.1309,1.5422
2015-09-16,120.39,0.713,1.1272,1.5345
2015-09-17,120.565,0.7192,1.1291,1.5497
2015-09-18,120.145,0.7183,1.1414,1.5574
2015-09-21,119.985,0.7193,1.1293,1.5521
2015-09-22,120.515,0.713,1.1186,1.5508
2015-09-23,120.03,0.7077,1.1132,1.5352
2015-09-24,120.28,0.6996,1.1179,1.5244
2015-09-25,120.28,0.7015,1.1179,1.5228
2015-09-30,119.835,0.7001,1.1251,1.5156
2015-10-01,119.93,0.7002,1.1171,1.5124
2015-10-02,119.83,0.7038,1.1192,1.5135
2015-10-05,119.965,0.7053,1.1215,1.5185
2015-10-06,120.425,0.7083,1.119,1.5147
2015-10-07,120.23,0.7157,1.1271,1.5229
2015-10-08,119.965,0.72,1.124,1.5316
2015-10-12,120.225,0.7319,1.1362,1.5322
2015-10-13,120.03,0.7356,1.1357,1.5342
2015-10-14,119.77,0.722,1.1386,1.5253
2015-10-15,118.84,0.7306,1.1475,1.5474
2015-10-16,118.935,0.7329,1.1374,1.5473
2015-10-19,119.38,0.7265,1.1355,1.544
2015-10-20,119.53,0.7245,1.1328,1.5463
2015-10-21,119.83,0.7265,1.1352,1.5446
2015-10-22,119.885,0.7212,1.1342,1.5418
2015-10-23,120.735,0.7208,1.1098,1.5388
2015-10-26,121.375,0.722,1.1021,1.5312
2015-10-27,121.07,0.7245,1.1054,1.535
2015-10-28,120.42,0.7191,1.1037,1.5306
2015-10-29,121.105,0.71,1.0926,1.5271
2015-10-30,120.995,0.7081,1.0984,1.5318
2015-11-02,120.555,0.7127,1.1028,1.5433
2015-11-03,120.735,0.7151,1.1016,1.5418
2015-11-04,121.065,0.7183,1.0963,1.5417
2015-11-05,121.535,0.7141,1.0867,1.5387
2015-11-06,121.72,0.7148,1.0881,1.5209
2015-11-09,123.315,0.7031,1.0721,1.5045
2015-11-10,123.075,0.7045,1.0754,1.5116
2015-11-11,123.205,0.703,1.0722,1.5121
2015-11-12,122.79,0.7071,1.076,1.5213
2015-11-13,122.615,0.7129,1.0812,1.523
2015-11-16,122.395,0.7104,1.072,1.5225
2015-11-17,123.245,0.7096,1.0688,1.5202
2015-11-18,123.445,0.7111,1.0644,1.5217
2015-11-19,123.555,0.7112,1.0664,1.5232
2015-11-20,122.925,0.719,1.0732,1.529
2015-11-23,122.87,0.723,1.0639,1.5187
2015-11-24,122.91,0.7194,1.0632,1.5121
2015-11-25,122.515,0.7263,1.0646,1.5086
2015-11-26,122.71,0.7253,1.0622,1.5124
2015-11-27,122.615,0.7221,1.0606,1.5102
2015-11-30,122.81,0.7191,1.059,1.5039
2015-12-01,123.175,0.7226,1.0567,1.5057
2015-12-02,122.935,0.7322,1.0623,1.5074
2015-12-03,123.29,0.7299,1.0608,1.4946
2015-12-04,122.67,0.7333,1.0932,1.5141
2015-12-07,123.195,0.7332,1.0878,1.5108
2015-12-08,123.385,0.726,1.0833,1.5047
2015-12-09,122.885,0.7222,1.0895,1.501
2015-12-10,121.595,0.7225,1.1018,1.5179
2015-12-11,121.625,0.7266,1.0945,1.5156
2015-12-14,121.07,0.718,1.0973,1.5192
2015-12-15,120.995,0.7247,1.1,1.5171
2015-12-16,121.64,0.7201,1.0934,1.5039
2015-12-17,122.405,0.7203,1.0881,1.4981
2015-12-18,122.6,0.7118,1.0831,1.4904
2015-12-21,121.32,0.7174,1.0863,1.4913
2015-12-22,121.225,0.7186,1.0912,1.4886
2015-12-23,121.045,0.7229,1.095,1.4825
2015-12-24,120.925,0.7233,1.0908,1.4874
2015-12-28,120.22,0.7276,1.0962,1.4923
2015-12-29,120.37,0.7252,1.0971,1.4884
2015-12-30,120.51,0.7292,1.0923,1.4818
2015-12-31,120.575,0.7279,1.0926,1.4811
2016-01-04,120.305,0.7297,1.0856,1.4732
2016-01-05,119.335,0.7182,1.0828,1.471
2016-01-06,119.11,0.7163,1.0755,1.4682
2016-01-07,118.475,0.7067,1.0776,1.4629
2016-01-08,117.555,0.7019,1.0922,1.4625
2016-01-11,116.875,0.6932,1.0967,1.4526
2016-01-12,117.685,0.6991,1.086,1.4545
2016-01-13,117.715,0.6981,1.085,1.444
2016-01-14,117.62,0.6953,1.0889,1.4422
2016-01-15,118.145,0.6993,1.0862,1.4418
2016-01-18,116.925,0.6861,1.0918,1.4256
2016-01-19,117.405,0.6873,1.089,1.4251
2016-01-20,117.625,0.6911,1.0912,1.4167
2016-01-21,116.935,0.6922,1.0889,1.4187
2016-01-22,117.81,0.7001,1.0871,1.4228
2016-01-25,118.725,0.7007,1.0795,1.4266
2016-01-26,118.345,0.6949,1.0852,1.4251
2016-01-27,118.375,0.6995,1.087,1.4348
2016-01-28,118.605,0.7025,1.09,1.4242
2016-01-29,118.805,0.7081,1.0941,1.4358
2016-02-01,121.425,0.707,1.0822,1.4235
2016-02-02,120.975,0.7108,1.0891,1.4422
2016-02-03,119.785,0.7032,1.0926,1.4413
2016-02-04,117.945,0.7165,1.109,1.4591
2016-02-05,116.835,0.72,1.1204,1.458
2016-02-11,113.455,0.7105,1.1282,1.4531
2016-02-12,112.505,0.7118,1.1317,1.4475
2016-02-15,113.585,0.7114,1.1232,1.4511
2016-02-16,114.425,0.7141,1.1168,1.444
2016-02-17,114.175,0.7114,1.1143,1.4304
2016-02-18,114.125,0.717,1.1131,1.4287
2016-02-19,113.285,0.7151,1.1107,1.4335
2016-02-22,112.485,0.7144,1.1122,1.4295
2016-02-23,112.92,0.723,1.1028,1.4152
2016-02-24,112.005,0.7193,1.1019,1.4024
2016-02-25,111.975,0.719,1.1018,1.3929
2016-02-26,112.905,0.7232,1.1024,1.3955
2016-02-29,113.775,0.712,1.0914,1.3862
2016-03-02,114.015,0.7179,1.0869,1.3955
2016-03-03,113.565,0.7287,1.087,1.4078
2016-03-04,113.735,0.7352,1.0948,1.417
2016-03-07,113.845,0.7416,1.0997,1.4225
2016-03-08,113.32,0.7462,1.1013,1.426
2016-03-09,112.655,0.743,1.1005,1.4208
2016-03-10,113.325,0.7473,1.1,1.4216
2016-03-11,113.135,0.7456,1.1178,1.4286
2016-03-14,113.735,0.7555,1.1165,1.438
2016-03-15,113.795,0.7516,1.1101,1.4298
2016-03-16,113.165,0.7463,1.111,1.4154
2016-03-17,112.75,0.7546,1.1219,1.4252
2016-03-18,111.39,0.7645,1.1318,1.4475
2016-03-21,111.545,0.7595,1.127,1.4464
2016-03-22,112.09,0.7581,1.1239,1.4373
2016-03-23,112.28,0.7615,1.1219,1.4217
2016-03-24,112.425,0.753,1.118,1.4114
2016-03-25,112.785,0.7529,1.1179,1.4153
2016-03-28,113.335,0.7507,1.1159,1.4133
2016-03-29,113.405,0.7551,1.12,1.426
2016-03-30,112.755,0.7634,1.1289,1.4384
2016-03-31,112.425,0.7665,1.1334,1.4377
2016-04-01,112.555,0.7668,1.1377,1.4366
2016-04-04,111.705,0.767,1.1393,1.4224
2016-04-05,111.235,0.7605,1.1389,1.4263
2016-04-06,110.29,0.7545,1.1383,1.4156
2016-04-07,109.725,0.7601,1.1396,1.4129
2016-04-08,108.355,0.751,1.1373,1.4059
2016-04-11,108.225,0.7567,1.1407,1.4124
2016-04-12,107.895,0.7593,1.1413,1.4226
2016-04-14,109.405,0.766,1.1277,1.4197
2016-04-15,109.385,0.7694,1.1265,1.4146
2016-04-18,108.38,0.7663,1.1289,1.4176
2016-04-19,108.855,0.7754,1.1309,1.4277
2016-04-20,109.215,0.7805,1.1359,1.4393
2016-04-21,109.83,0.7797,1.1301,1.4336
2016-04-22,109.435,0.7744,1.1289,1.432
2016-04-25,111.495,0.7706,1.1232,1.4447
2016-04-26,111.18,0.7715,1.1266,1.4482
2016-04-27,111.295,0.7749,1.1297,1.4578
2016-04-28,111.485,0.76,1.1327,1.4538
2016-04-29,108.1,0.7625,1.135,1.4607
2016-05-02,106.555,0.7612,1.1458,1.4595
2016-05-03,106.435,0.7667,1.1526,1.4666
2016-05-04,106.765,0.7496,1.1503,1.4545
2016-05-09,107.285,0.7377,1.1398,1.4431
2016-05-10,108.375,0.7315,1.1384,1.4413
2016-05-11,109.255,0.7369,1.1371,1.4444
2016-05-12,108.425,0.736,1.1423,1.4436
2016-05-13,108.985,0.7321,1.1379,1.4448
2016-05-16,108.555,0.7263,1.1316,1.4352
2016-05-17,109.07,0.7288,1.1315,1.4415
2016-05-18,109.13,0.7321,1.1313,1.4456
2016-05-19,110.135,0.7235,1.1223,1.4602
2016-05-20,109.925,0.7229,1.1202,1.4603
2016-05-23,110.165,0.7227,1.1219,1.4498
2016-05-24,109.255,0.7223,1.1215,1.4482
2016-05-25,110.045,0.7194,1.114,1.4617
2016-05-26,110.165,0.7189,1.1154,1.4703
2016-05-27,109.725,0.7224,1.1193,1.4664
2016-05-30,110.685,0.7185,1.111,1.462
2016-05-31,110.985,0.7188,1.1144,1.4631
2016-06-01,110.675,0.7238,1.1131,1.4491
2016-06-02,109.495,0.7252,1.1187,1.4415
2016-06-03,108.865,0.7218,1.1152,1.4411
2016-06-07,107.495,0.7368,1.1356,1.4452
2016-06-08,107.365,0.7454,1.1356,1.4541
2016-06-09,106.92,0.7484,1.1397,1.4511
2016-06-10,107.005,0.7435,1.1313,1.4463
2016-06-13,106.695,0.7376,1.1247,1.4222
2016-06-14,106.075,0.7381,1.1294,1.421
2016-06-15,106.035,0.7352,1.1209,1.4111
2016-06-16,105.855,0.7412,1.1263,1.4196
2016-06-17,104.345,0.737,1.1236,1.4213
2016-06-20,104.635,0.7426,1.1333,1.4487
2016-06-21,103.875,0.7453,1.1315,1.4669
2016-06-22,104.725,0.7457,1.1256,1.4662
2016-06-23,104.725,0.752,1.1336,1.4807
2016-06-24,105.915,0.7583,1.1355,1.4832
2016-06-27,102.145,0.7439,1.1062,1.3457
2016-06-28,101.935,0.7347,1.1013,1.3228
2016-06-29,102.63,0.7392,1.1073,1.3356
2016-06-30,102.875,0.745,1.1123,1.3453
2016-07-01,103.2,0.7448,1.1105,1.3337
2016-07-04,102.595,0.7463,1.1132,1.3282
2016-07-05,102.535,0.7535,1.1148,1.3283
2016-07-06,101.575,0.7441,1.1062,1.2972
2016-07-07,101.145,0.7513,1.1093,1.2897
2016-07-08,100.705,0.7484,1.1059,1.2885
2016-07-11,100.655,0.7565,1.1048,1.2945
2016-07-12,102.685,0.7537,1.106,1.2994
2016-07-13,104.735,0.7617,1.1062,1.3255
2016-07-14,104.135,0.7601,1.1099,1.3115
2016-07-15,105.315,0.7628,1.1112,1.3346
2016-07-18,105.535,0.7593,1.1057,1.3252
2016-07-19,106.21,0.758,1.1076,1.3271
2016-07-20,106.235,0.7517,1.102,1.3111
2016-07-21,107.155,0.7465,1.1013,1.3228
2016-07-22,105.855,0.7499,1.1029,1.3226
2016-07-25,106.325,0.7467,1.0967,1.314
2016-07-26,105.725,0.7478,1.0991,1.3098
2016-07-27,104.695,0.7517,1.0989,1.3144
2016-07-28,105.215,0.7494,1.1063,1.3224
2016-07-29,104.845,0.7507,1.1075,1.3163
2016-08-01,102.335,0.7598,1.1171,1.3205
2016-08-02,102.405,0.7525,1.1163,1.3185
2016-08-03,101.015,0.7605,1.1221,1.3343
2016-08-04,101.285,0.7591,1.1149,1.3326
2016-08-05,101.175,0.7633,1.113,1.3122
2016-08-08,102.145,0.7607,1.109,1.3076
2016-08-09,102.405,0.7654,1.1083,1.3041
2016-08-10,101.93,0.7668,1.1116,1.3007
2016-08-11,101.215,0.7716,1.1185,1.3022
2016-08-12,101.875,0.7698,1.114,1.2958
2016-08-16,101.195,0.7679,1.1187,1.2891
2016-08-17,100.315,0.7701,1.1277,1.3035
2016-08-18,100.105,0.7659,1.1291,1.3043
2016-08-19,100.095,0.768,1.1348,1.3163
2016-08-22,100.375,0.7624,1.1316,1.3076
2016-08-23,100.33,0.763,1.1318,1.3134
2016-08-24,100.265,0.7616,1.1307,1.3199
2016-08-25,100.475,0.7614,1.1265,1.3233
2016-08-26,100.565,0.7628,1.1286,1.3191
2016-08-29,101.915,0.7556,1.1199,1.3134
2016-08-30,101.96,0.7576,1.1186,1.3106
2016-08-31,102.965,0.7514,1.1148,1.3083
2016-09-01,103.35,0.7521,1.1159,1.3142
2016-09-02,103.225,0.7553,1.1193,1.3271
2016-09-05,104.025,0.7569,1.1159,1.3293
2016-09-06,103.445,0.7586,1.1147,1.3299
2016-09-07,102.065,0.7678,1.1246,1.3426
2016-09-08,101.675,0.7675,1.1241,1.3338
2016-09-09,102.325,0.7649,1.1269,1.3305
2016-09-12,102.395,0.7537,1.1235,1.3261
2016-09-13,101.84,0.7565,1.1239,1.3336
2016-09-19,102.3,0.7499,1.1157,1.3017
2016-09-20,101.805,0.7539,1.118,1.3038
2016-09-21,101.715,0.7557,1.1155,1.2988
2016-09-22,100.39,0.7634,1.1188,1.3031
2016-09-23,100.805,0.7648,1.1211,1.3079
2016-09-26,100.985,0.761,1.1235,1.2976
2016-09-27,100.325,0.7634,1.1251,1.297
2016-09-28,100.345,0.7667,1.1219,1.3019
2016-09-29,100.915,0.7695,1.1222,1.3059
2016-09-30,101.165,0.7636,1.1223,1.2974
2016-10-04,101.72,0.769,1.1213,1.2851
2016-10-05,102.82,0.7618,1.1203,1.2733
2016-10-06,103.495,0.7613,1.1208,1.275
2016-10-07,103.865,0.7581,1.1145,1.2026
2016-10-10,103.045,0.7603,1.1196,1.2434
2016-10-11,103.655,0.7605,1.1142,1.2363
2016-10-12,103.375,0.7554,1.106,1.2217
2016-10-13,104.25,0.7558,1.1013,1.2193
2016-10-14,103.615,0.7568,1.1056,1.2245
2016-10-17,104.175,0.7607,1.0972,1.2159
2016-10-18,103.88,0.7626,1.1002,1.2189
2016-10-19,103.86,0.7668,1.0976,1.2295
2016-10-20,103.385,0.7724,1.0978,1.2289
2016-10-21,104.015,0.763,1.0927,1.2254
2016-10-24,103.96,0.7605,1.0879,1.2219
2016-10-25,104.32,0.7598,1.0872,1.2223
2016-10-26,104.095,0.7646,1.0889,1.218
2016-10-27,104.555,0.7644,1.091,1.2237
2016-10-28,105.25,0.7591,1.0896,1.2158
2016-10-31,104.64,0.759,1.0978,1.219
2016-11-01,104.845,0.7607,1.0972,1.2238
2016-11-02,104.04,0.7652,1.1056,1.2241
2016-11-03,103.36,0.7655,1.1097,1.2302
2016-11-04,102.96,0.7684,1.1105,1.2465
2016-11-07,103.985,0.7674,1.1088,1.2473
2016-11-08,104.545,0.7723,1.1047,1.2397
2016-11-09,105.18,0.7757,1.1006,1.2369
2016-11-10,105.755,0.7639,1.0917,1.2415
2016-11-11,106.86,0.7609,1.0887,1.2545
2016-11-14,106.76,0.7557,1.0839,1.259
2016-11-15,108.265,0.7562,1.0745,1.2502
2016-11-16,109.05,0.755,1.0726,1.245
2016-11-17,108.82,0.7487,1.0706,1.2442
2016-11-18,110.185,0.7414,1.0626,1.2415
2016-11-21,110.985,0.7333,1.0587,1.2349
2016-11-22,110.87,0.7372,1.0628,1.2485
2016-11-23,111.14,0.7403,1.0628,1.2423
2016-11-24,112.54,0.7382,1.0547,1.2428
2016-11-25,113.255,0.741,1.056,1.2453
2016-11-28,112.885,0.7444,1.0599,1.2467
2016-11-29,111.815,0.7489,1.0616,1.2417
2016-11-30,112.485,0.749,1.0649,1.2492
2016-12-01,114.425,0.7387,1.0597,1.2514
2016-12-02,114.125,0.7415,1.0661,1.2595
2016-12-05,113.2,0.7432,1.0538,1.2644
2016-12-06,113.81,0.7473,1.0759,1.2729
2016-12-07,114.04,0.7462,1.072,1.2679
2016-12-08,113.615,0.7487,1.0758,1.2629
2016-12-09,114.115,0.7453,1.0615,1.2584
2016-12-12,115.485,0.7444,1.0546,1.2586
2016-12-13,114.895,0.7496,1.0639,1.2681
2016-12-14,115.225,0.7494,1.0628,1.2661
2016-12-15,117.265,0.7397,1.0514,1.2517
2016-12-16,118.26,0.7363,1.042,1.2425
2016-12-19,117.765,0.7288,1.0453,1.2492
2016-12-20,117.11,0.7252,1.0402,1.239
2016-12-21,117.85,0.727,1.0395,1.237
2016-12-22,117.485,0.723,1.0431,1.2354
2016-12-23,117.595,0.7216,1.0434,1.2287
2016-12-26,117.245,0.7174,1.0458,1.2278
2016-12-27,117.2,0.7184,1.0456,1.2275
2016-12-28,117.475,0.7188,1.046,1.2273
2016-12-29,117.05,0.7182,1.0421,1.2224
2016-12-30,116.56,0.7216,1.0489,1.2248
2017-01-02,116.825,0.7204,1.0529,1.2348
2017-01-03,117.395,0.7194,1.0461,1.2283
2017-01-04,117.565,0.7229,1.0419,1.2245
2017-01-05,117.325,0.7279,1.0489,1.2321
2017-01-06,115.475,0.7342,1.0608,1.2422
2017-01-09,117.175,0.7298,1.053,1.2262
2017-01-10,115.895,0.736,1.0588,1.2174
2017-01-11,115.815,0.7365,1.0554,1.2173
2017-01-12,115.38,0.7447,1.0582,1.2203
2017-01-13,114.675,0.7483,1.0614,1.2162
2017-01-16,114.285,0.7497,1.0634,1.2043
2017-01-17,114.085,0.7475,1.0602,1.2028
2017-01-18,112.71,0.7563,1.0712,1.2403
2017-01-19,114.555,0.7518,1.0636,1.2267
2017-01-20,115.045,0.7558,1.066,1.2338
2017-01-23,114.31,0.7559,1.0709,1.2382
2017-01-24,112.63,0.7597,1.0771,1.2537
2017-01-25,113.865,0.7586,1.0731,1.2529
2017-01-26,113.38,0.7573,1.0749,1.2633
2017-01-31,113.745,0.7558,1.0706,1.2497
2017-02-01,112.69,0.7579,1.0804,1.2585
2017-02-02,113.31,0.7584,1.0767,1.2664
2017-02-03,112.835,0.7661,1.0762,1.2532
2017-02-06,112.525,0.7672,1.0785,1.2482
2017-02-07,111.815,0.765,1.0748,1.2467
2017-02-08,112.37,0.7624,1.068,1.2507
2017-02-09,111.87,0.7641,1.0695,1.2539
2017-02-10,113.345,0.7625,1.0656,1.2496
2017-02-13,113.725,0.7671,1.0628,1.2488
2017-02-14,113.78,0.7645,1.0594,1.2527
2017-02-15,114.355,0.7673,1.0578,1.2475
2017-02-16,114.245,0.7714,1.0598,1.2463
2017-02-17,113.285,0.7697,1.0673,1.2487
2017-02-20,112.945,0.7674,1.062,1.2419
2017-02-21,113.155,0.7689,1.0614,1.2469
2017-02-22,113.72,0.7675,1.0536,1.2485
2017-02-23,113.305,0.7697,1.0555,1.2457
2017-02-24,112.735,0.7715,1.0583,1.2559
2017-02-27,112.255,0.7675,1.056,1.2438
2017-02-28,112.755,0.7677,1.0587,1.2439
2017-03-02,113.985,0.7669,1.0543,1.2289
2017-03-03,114.405,0.7571,1.0507,1.227
2017-03-06,114.055,0.759,1.0619,1.2297
2017-03-07,113.995,0.7583,1.058,1.2243
2017-03-08,113.955,0.7588,1.0566,1.2203
2017-03-09,114.435,0.7527,1.0544,1.2174
2017-03-10,115.155,0.7502,1.0573,1.2153
2017-03-13,114.84,0.7539,1.0682,1.2166
2017-03-14,114.935,0.7567,1.065,1.221
2017-03-15,114.685,0.7561,1.061,1.2155
2017-03-16,113.395,0.77,1.0736,1.2289
2017-03-17,113.395,0.7673,1.0773,1.2352
2017-03-20,112.725,0.7707,1.0743,1.2388
2017-03-21,112.465,0.7731,1.0734,1.236
2017-03-22,111.515,0.7679,1.0813,1.2481
2017-03-23,111.245,0.7671,1.0793,1.2473
2017-03-24,111.005,0.7629,1.0782,1.2517
2017-03-27,110.63,0.7632,1.0847,1.2513
2017-03-28,110.645,0.7622,1.0863,1.2558
2017-03-29,111.215,0.7631,1.081,1.245
2017-03-30,111.115,0.7665,1.0762,1.2441
2017-03-31,111.775,0.7646,1.0686,1.2476
2017-04-03,111.34,0.7636,1.0672,1.2549
2017-04-04,110.815,0.7604,1.0669,1.2487
2017-04-05,110.815,0.7566,1.0679,1.2438
2017-04-06,110.425,0.7574,1.0673,1.2487
2017-04-07,110.855,0.7541,1.0646,1.2471
2017-04-10,111.305,0.7504,1.0578,1.237
2017-04-11,110.765,0.7509,1.0597,1.2423
2017-04-12,109.685,0.7503,1.0607,1.2489
2017-04-13,109.075,0.7529,1.0666,1.254
2017-04-14,109.155,0.7569,1.0615,1.2503
2017-04-17,108.555,0.758,1.0606,1.253
2017-04-18,109.025,0.7587,1.064,1.2557
2017-04-19,108.435,0.7555,1.0733,1.2845
2017-04-20,108.855,0.7494,1.0714,1.2785
2017-04-21,109.37,0.752,1.0716,1.2808
2017-04-24,110.075,0.7557,1.0875,1.2819
2017-04-25,109.815,0.7568,1.0867,1.279
2017-04-26,111.06,0.7538,1.0925,1.2833
2017-04-27,111.175,0.748,1.0909,1.2852
2017-04-28,111.235,0.7469,1.0868,1.2895
2017-05-02,111.865,0.7528,1.0911,1.2897
2017-05-04,112.705,0.7426,1.0889,1.287
2017-05-08,112.825,0.7415,1.0992,1.2966
2017-05-10,113.765,0.7345,1.0883,1.2948
2017-05-11,114.295,0.7353,1.0868,1.2931
2017-05-12,113.765,0.7373,1.0865,1.2889
2017-05-15,113.305,0.7388,1.0927,1.2887
2017-05-16,113.665,0.742,1.098,1.29
2017-05-17,112.76,0.7429,1.1094,1.2914
2017-05-18,110.965,0.7431,1.1163,1.2969
2017-05-19,111.445,0.7415,1.1111,1.2945
2017-05-22,111.175,0.7455,1.121,1.3025
2017-05-23,111.075,0.7473,1.124,1.3001
2017-05-24,111.8,0.748,1.1187,1.296
2017-05-25,111.585,0.7499,1.1224,1.2973
2017-05-26,111.765,0.7453,1.1209,1.2931
2017-05-29,111.23,0.7442,1.1185,1.2816
2017-05-30,111.245,0.7439,1.1139,1.282
2017-05-31,110.805,0.7459,1.1172,1.2805
2017-06-01,110.775,0.7424,1.1243,1.2873
2017-06-02,111.405,0.7383,1.1216,1.2884
2017-06-05,110.425,0.7438,1.128,1.2871
2017-06-07,109.435,0.7513,1.1278,1.2907
2017-06-08,109.765,0.7547,1.1261,1.2962
2017-06-09,109.995,0.7531,1.1198,1.2781
2017-06-12,110.345,0.7532,1.1203,1.2739
2017-06-13,109.865,0.7545,1.1202,1.2666
2017-06-14,110.055,0.7538,1.1209,1.2753
2017-06-15,109.31,0.7591,1.1214,1.2759
2017-06-16,110.87,0.7585,1.1149,1.2754
2017-06-19,110.865,0.7624,1.1203,1.2774
2017-06-20,111.65,0.7594,1.1149,1.2733
2017-06-21,111.335,0.7578,1.1136,1.2631
2017-06-22,111.315,0.7547,1.1168,1.2674
2017-06-23,111.295,0.7541,1.1148,1.2679
2017-06-26,111.225,0.7567,1.1198,1.2743
2017-06-27,111.885,0.7582,1.118,1.272
2017-06-28,112.195,0.7588,1.1342,1.2821
2017-06-29,112.335,0.7639,1.1378,1.2938
2017-06-30,111.995,0.7683,1.1443,1.3011
2017-07-03,112.35,0.7692,1.1424,1.3013
2017-07-04,113.36,0.7664,1.137,1.2942
2017-07-05,113.095,0.761,1.1353,1.2928
2017-07-06,113.165,0.7606,1.1351,1.2936
2017-07-07,113.17,0.7581,1.1422,1.2968
2017-07-10,113.985,0.7602,1.1402,1.2889
2017-07-11,114.06,0.7607,1.1397,1.2881
2017-07-12,113.855,0.7639,1.147,1.2855
2017-07-13,113.295,0.7678,1.1415,1.2889
2017-07-14,113.385,0.7733,1.1397,1.2943
2017-07-17,112.485,0.7826,1.1472,1.311
2017-07-18,112.635,0.7793,1.1478,1.3054
2017-07-19,112.06,0.7914,1.155,1.3035
2017-07-20,111.84,0.7958,1.153,1.3025
2017-07-21,111.895,0.7951,1.1629,1.2963
2017-07-24,111.125,0.7917,1.1675,1.3001
2017-07-25,111.165,0.7925,1.164,1.3025
2017-07-26,111.885,0.7937,1.1647,1.3028
2017-07-27,111.16,0.7995,1.1729,1.3113
2017-07-28,111.19,0.7971,1.1683,1.3072
2017-07-31,110.555,0.7986,1.1757,1.3147
2017-08-01,110.335,0.8,1.1826,1.3197
2017-08-02,110.345,0.7966,1.1809,1.321
2017-08-03,110.775,0.7962,1.1854,1.3224
2017-08-04,109.94,0.7958,1.1879,1.3143
2017-08-07,110.775,0.7933,1.1789,1.3049
2017-08-08,110.75,0.7908,1.1795,1.3034
2017-08-09,110.14,0.7914,1.1762,1.2994
2017-08-10,109.975,0.7888,1.176,1.3011
2017-08-11,109.175,0.7865,1.1765,1.2976
2017-08-14,109.18,0.7889,1.1822,1.3007
2017-08-16,110.595,0.7821,1.174,1.2866
2017-08-17,110.085,0.7925,1.1775,1.2895
2017-08-18,109.515,0.7891,1.1729,1.2874
2017-08-21,109.395,0.7925,1.1752,1.287
2017-08-22,109.02,0.7937,1.181,1.2896
2017-08-23,109.705,0.7914,1.1766,1.2824
2017-08-24,108.89,0.7909,1.1816,1.2805
2017-08-25,109.555,0.7899,1.1801,1.28
2017-08-28,109.285,0.7943,1.1952,1.2904
2017-08-29,108.655,0.7916,1.1962,1.2925
2017-08-30,109.635,0.7954,1.1974,1.2927
2017-08-31,110.355,0.7907,1.1896,1.2921
2017-09-01,110.055,0.7942,1.1913,1.2939
2017-09-04,109.805,0.7968,1.1884,1.2963
2017-09-05,109.695,0.7947,1.1897,1.2927
2017-09-06,108.595,0.8006,1.1921,1.3043
2017-09-07,109.185,0.8006,1.1926,1.3048
2017-09-08,108.34,0.8052,1.2025,1.3097
2017-09-11,108.285,0.8053,1.2018,1.3194
2017-09-12,109.285,0.803,1.1964,1.3178
2017-09-13,110.215,0.8017,1.1969,1.3288
2017-09-14,110.47,0.7986,1.1893,1.3215
2017-09-15,110.065,0.7997,1.1919,1.3402
2017-09-18,111.07,0.8001,1.1945,1.3583
2017-09-19,111.455,0.7966,1.1958,1.3515
2017-09-20,111.525,0.8008,1.1996,1.3515
2017-09-21,112.395,0.8026,1.1887,1.3503
2017-09-22,112.465,0.7927,1.1941,1.3572
2017-09-25,112.31,0.7954,1.1922,1.3503
2017-09-26,111.745,0.7935,1.1853,1.3483
2017-09-27,112.275,0.7884,1.1789,1.3453
2017-09-28,112.845,0.7854,1.1745,1.3399
2017-09-29,112.375,0.7849,1.1781,1.3435
2017-10-10,112.67,0.7755,1.1742,1.3139
2017-10-11,112.36,0.7781,1.1813,1.3203
2017-10-12,112.495,0.7796,1.1862,1.3226
2017-10-13,112.275,0.7823,1.1828,1.3261
2017-10-16,111.915,0.7881,1.1808,1.3275
2017-10-17,112.225,0.7844,1.1789,1.3248
2017-10-18,112.165,0.7847,1.1771,1.3193
2017-10-19,113.04,0.7848,1.1797,1.3209
2017-10-20,112.585,0.7878,1.1848,1.3154
2017-10-23,113.835,0.7814,1.1764,1.3183
